price,price_liter,title,promotion,brand,container,volumen_unid,quantity_pack,image_url,supermarket
0.53,1.6,cerveza rubia de sabor fresco y de ligero amargor san miguel lata 33 cl.,No promotion,cerveza rubia de sabor fresco y de ligero amargor san miguel lata 33 ,lata,33 cl,1,https://www.alcampo.es/media/he5/h75/10396990341150.jpg,Alcampo
0.99,3.0,cerveza negra guinness original botella 33 cl.,No promotion,cerveza negra guinness original botella 33 ,botella,33 cl,1,https://www.alcampo.es/media/h75/h33/9546889461790.jpg,Alcampo
0.73,2.21,cerveza budweiser lata de 33 centilitros,No promotion,cerveza budweiser lata de 33 ,lata,33 c,1,https://www.alcampo.es/media/ha8/h44/9605337219102.jpg,Alcampo
0.99,0.99,cerveza cruz del sur 1 litro,No promotion,cerveza cruz del sur 1 ,No specified,1 L,1,https://www.alcampo.es/media/hb0/he9/9626884472862.jpg,Alcampo
6.12,1.54,cervezas san miguel pack de 12 latas de 33 cl.,No promotion,cervezas san miguel pack de 12 latas de 33 ,lata,33 cl,12,https://www.alcampo.es/media/h68/hc9/10407434977310.jpg,Alcampo
0.53,1.6,cerveza heineken lata de 33 centilitros,No promotion,cerveza heineken lata de 33 ,lata,33 c,1,https://www.alcampo.es/media/h26/h7c/9546813341726.jpg,Alcampo
5.4,1.81,cerveza rubai ambar especial pack de 9 latas de 33 centilítros,No promotion,cerveza rubai ambar especial pack de 9 latas de 33 ,lata,33 c,9,https://www.alcampo.es/media/h48/h6c/9556680671262.jpg,Alcampo
3.5,2.33,cervezas estrella galicia especial pack de 6 botellines de 25 cl.,No promotion,cervezas estrella galicia especial pack de 6 botellines de 25 ,No specified,25 cl,6,https://www.alcampo.es/media/h27/h7d/9522783092766.jpg,Alcampo
5.16,1.3,cervezas sin alcohol mahou pack de 12 latas de 33 cl.,No promotion,cervezas sin alcohol mahou pack de 12 latas de 33 ,lata,33 cl,12,https://www.alcampo.es/media/hd7/h14/9021163044894.jpg,Alcampo
2.24,1.49,cervezas con limón sin alcohol shandy cruzcampo pack 6 uds de 25 cl.,No promotion,cervezas con limón sin alcohol shandy cruzcampo pack 6 uds de 25 ,No specified,25 cl,6,https://www.alcampo.es/media/h8c/he8/9546818158622.jpg,Alcampo
0.27,0.81,cerveza holandesa de importación sin alcohol holbrand lata 33 cl.,No promotion,cerveza holandesa de importación sin alcohol holbrand lata 33 ,No specified,33 cl,1,https://www.alcampo.es/media/h6f/h29/9294112981022.jpg,Alcampo
0.52,1.57,"cerveza sin alcohol (0,0% vol.) estrella galicia lata de 33 centilitros",No promotion, estrella galicia lata de 33 ,lata,33 c,1,https://www.alcampo.es/media/h21/hce/8952670158878.jpg,Alcampo
7.56,1.9,cerveza  doble malta voll damm pack 12 luds de 33 cl.,No promotion,cerveza  doble malta voll damm pack 12 luds de 33 ,No specified,33 cl,12,https://www.alcampo.es/media/hcb/h59/10411459182622.jpg,Alcampo
3.24,2.16,"cerveza 0,0 tostada mahou pack 6 uds. x 25 cl",No promotion, tostada mahou pack 6 ,No specified,25 cl,6,https://www.alcampo.es/media/h1e/he1/9543193690142.jpg,Alcampo
0.83,2.51,cerveza sin filtrar el águila 33 cl.,No promotion,cerveza sin filtrar el águila 33 ,No specified,33 cl,1,https://www.alcampo.es/media/hb9/hf3/9548548964382.jpg,Alcampo
0.55,1.66,cerveza con limón sin alcohol mixta mahou lata de 33 centilitros,No promotion,cerveza con limón sin alcohol mixta mahou lata de 33 ,lata,33 c,1,https://www.alcampo.es/media/h6a/hbb/8928519684126.jpg,Alcampo
4.14,1.38,cerveza rubia y aroma ligeramente afrutado mahou pack12 botellas de 25 cl.,No promotion,cerveza rubia y aroma ligeramente afrutado mahou pack12 botellas de 25 ,botella,25 cl,12,https://www.alcampo.es/media/hd5/h2c/9021154852894.jpg,Alcampo
7.14,1.8,cervezas alhambra especial pack de 12 uds. x 33 cl.,No promotion,cervezas alhambra especial pack de 12 ,No specified,33 cl,12,https://www.alcampo.es/media/hab/h2d/9659369127966.jpg,Alcampo
4.02,2.03,cervezas reserva extra especial 1906 pack 6 uds. x 33 cl,No promotion,cervezas reserva extra especial 1906 pack 6 ,No specified,33 cl,6,https://www.alcampo.es/media/h96/h2e/10033585061918.jpg,Alcampo
0.57,1.72,cerveza con limón damm lemon 33cl.,No promotion,cerveza con limón damm lemon ,No specified,33cl,1,https://www.alcampo.es/media/h91/ha2/9460756021278.jpg,Alcampo
1.0,3.03,cerveza sin alcohol clausthaler classic botella de 33 centilitros,No promotion,cerveza sin alcohol clausthaler classic botella de 33 ,botella,33 c,1,https://www.alcampo.es/media/hd3/hd9/8952562122782.jpg,Alcampo
0.59,1.78,cerveza amstel extra lata de 33 cl.,No promotion,cerveza amstel extra lata de 33 ,lata,33 cl,1,https://www.alcampo.es/media/h1d/hbc/9630042652702.jpg,Alcampo
0.57,1.72,cerveza carlsberg lata de 33 centilitros,No promotion,cerveza carlsberg lata de 33 ,lata,33 c,1,https://www.alcampo.es/media/h29/h1a/8952628969502.jpg,Alcampo
0.6,1.81,"cerveza sin gluten ambar, lata de 33 cl.",No promotion,"cerveza sin gluten ambar, lata de 33 ",lata,33 cl,1,https://www.alcampo.es/media/h03/h4a/8927266603038.jpg,Alcampo
6.7,2.23,cerveza  heineken botella pack de 12 uds de 25 cl.,No promotion,cerveza  heineken botella pack de 12 uds de 25 ,botella,25 cl,12,https://www.alcampo.es/media/hd6/h39/9546828578846.jpg,Alcampo
5.94,2.78,"cerveza mexicana corona cesta 6 botellas x 35,5 cl. ",No promotion,"cerveza mexicana corona cesta 6 botellas x 35,5 ",botella,"35,5 cl",1,https://www.alcampo.es/media/hce/he8/9186550906910.jpg,Alcampo
3.12,1.57,"cerveza sin alcohol (0,0% vol.) estrella galicia pack de 6 latas de 33 centilitros",No promotion, estrella galicia pack de 6 latas de 33 ,lata,33 c,6,https://www.alcampo.es/media/he8/h74/8952645484574.jpg,Alcampo
1.0,1.0,cerveza ambar botella de 1 l.,No promotion,cerveza ambar botella de 1 ,botella,1 l,1,https://www.alcampo.es/media/h94/h7b/9915958657054.jpg,Alcampo
0.51,1.54,cerveza sin alcohol amstel lata de 33 centilitros,No promotion,cerveza sin alcohol amstel lata de 33 ,lata,33 c,1,https://www.alcampo.es/media/hc3/hbd/9546860331038.jpg,Alcampo
1.61,3.65,cerveza negra guinness draught lata 44 cl.,No promotion,cerveza negra guinness draught lata 44 ,lata,44 cl,1,https://www.alcampo.es/media/h3e/hf9/9629956800542.jpg,Alcampo
0.99,3.0,cerveza inedit damm botella de 33 cl.,No promotion,cerveza inedit damm botella de 33 ,botella,33 cl,1,https://www.alcampo.es/media/h36/h75/8898359328798.jpg,Alcampo
3.84,0.96,cervezas amstel clásica pack de 12 latas de 33 cl.,No promotion,cervezas amstel clásica pack de 12 latas de 33 ,lata,33 cl,12,https://www.alcampo.es/media/h72/h91/9546902077470.jpg,Alcampo
0.24,0.72,cerveza sin alcohol de origen español heifer lata de 33 cl.,No promotion,cerveza sin alcohol de origen español heifer lata de 33 ,lata,33 cl,1,https://www.alcampo.es/media/hc2/h4c/8898051178526.jpg,Alcampo
0.67,2.03,cerveza rubia de sabor neutral y con lúpulo acentuado estrella galicia lata 33 cl.,No promotion,cerveza rubia de sabor neutral y con lúpulo acentuado estrella galicia lata 33 ,lata,33 cl,1,https://www.alcampo.es/media/h07/h97/8952650235934.jpg,Alcampo
2.24,1.49,cervezas sin alcohol alhambra pack de 6 uds x 25 cl.,No promotion,cervezas sin alcohol alhambra pack de 6 uds x 25 ,No specified,25 cl,6,https://www.alcampo.es/media/hfc/hd9/9492130365470.jpg,Alcampo
0.59,1.78,"cerveza (0,0% alcohol) con sabor a limón ambar lemon lata de 33 cl.",No promotion, con sabor a limón ambar lemon lata de 33 ,lata,33 cl,1,https://www.alcampo.es/media/hff/h6d/9915975467038.jpg,Alcampo
1.15,2.61,"cerveza premium extra lúpulo, ipa ambar lata 44 cl. ",No promotion,"cerveza premium extra lúpulo, ipa ambar lata 44 ",lata,44 cl,1,https://www.alcampo.es/media/h70/he9/9770112942110.jpg,Alcampo
2.98,1.98,cerveza rubia mahou 5 estrellas pack de 6 botellas. 25 cl.,No promotion,cerveza rubia mahou 5 estrellas pack de 6 ,botella,25 cl,6,https://www.alcampo.es/media/hb6/h35/9021150396446.jpg,Alcampo
3.34,2.22,"cerveza0,0% heineken pack 6 x 25 cl",No promotion, heineken pack 6 x 25 ,No specified,25 cl,1,https://www.alcampo.es/media/h79/h3d/10034012258334.jpg,Alcampo
2.21,1.47,cervezas sin alcohol 0% san miguel pack 6 uds. x  25 cl.,No promotion,cervezas sin alcohol ,No specified,25 cl,1,https://www.alcampo.es/media/h17/hdb/10397054009374.jpg,Alcampo
2.91,1.94,cerveza especial mini estrella galicia pack 6 uds. x 25 cl. ,No promotion,cerveza especial mini estrella galicia pack 6 ,No specified,25 cl,6,https://www.alcampo.es/media/h08/h4d/9130795958302.jpg,Alcampo
2.99,2.26,"cerveza sin gluten estrella galicia especial, 4 uds x de 33 cl.",No promotion,"cerveza sin gluten estrella galicia especial, 4 uds x de 33 ",No specified,33 cl,1,https://www.alcampo.es/media/hdd/h5b/8871029375006.jpg,Alcampo
0.87,2.63,"cervezas sin alcohol (0,0% vol.), sin gluten ambar green, botella de 33 cl.",No promotion,", sin gluten ambar green, botella de 33 ",botella,33 cl,1,https://www.alcampo.es/media/h9d/h65/8898048360478.jpg,Alcampo
1.26,3.81,cerveza tipo abadía belga leffe blonde botella 33 cl.,No promotion,cerveza tipo abadía belga leffe blonde botella 33 ,botella,33 cl,1,https://www.alcampo.es/media/h01/h68/8952581324830.jpg,Alcampo
0.57,1.72,cerveza cruzcampo gran reserva lata de 33 cl.,No promotion,cerveza cruzcampo gran reserva lata de 33 ,lata,33 cl,1,https://www.alcampo.es/media/h72/h07/9546811473950.jpg,Alcampo
0.59,1.78,cerveza con sabor a limón radler cruzcampo  lata de 33 cl.,No promotion,cerveza con sabor a limón radler cruzcampo  lata de 33 ,lata,33 cl,1,https://www.alcampo.es/media/h19/h71/9546825105438.jpg,Alcampo
1.0,3.03,cerveza mojito tequila desperados 33 cl.,No promotion,cerveza mojito tequila desperados 33 ,No specified,33 cl,1,https://www.alcampo.es/media/hf3/h6b/9546841358366.jpg,Alcampo
0.89,0.89,cerveza amstel clásica botella de 1 litro,No promotion,cerveza amstel clásica botella de 1 ,No specified,1 L,1,https://www.alcampo.es/media/h08/h15/9546822123550.jpg,Alcampo
0.53,1.6,cerveza con zumo natural de limón mahou radler lata 33 cl.,No promotion,cerveza con zumo natural de limón mahou radler lata 33 ,lata,33 cl,1,https://www.alcampo.es/media/h5d/h42/9242797342750.jpg,Alcampo
0.61,1.84,cerveza alhambra radler 33 cl.,No promotion,cerveza alhambra radler 33 ,No specified,33 cl,1,https://www.alcampo.es/media/hfc/he3/9543192543262.jpg,Alcampo
0.94,2.84,"cerveza sin gluten mahou, botella de 33 cl.",No promotion,"cerveza sin gluten mahou, botella de 33 ",botella,33 cl,1,https://www.alcampo.es/media/hd9/h46/8902326091806.jpg,Alcampo
11.69,1.94,cerveza mahou 5 estrellas pack de 24 botellines de 25 cl ,No promotion,cerveza mahou 5 estrellas pack de 24 botellines de 25 cl ,No specified,25 cl,24,https://www.alcampo.es/media/h63/h09/9511081279518.jpg,Alcampo
1.43,2.86,cerveza combinada con tequila desperados lata de 50 cl.,No promotion,cerveza combinada con tequila desperados lata de 50 ,lata,50 cl,1,https://www.alcampo.es/media/h45/h07/10414724284446.jpg,Alcampo
1.0,1.0,cerveza san miguel 1 l.,No promotion,cerveza san miguel 1 ,No specified,1 l,1,https://www.alcampo.es/media/hef/hd8/10397050044446.jpg,Alcampo
1.42,4.3,cerveza rubia  arriaca ipa 33 cl.,No promotion,cerveza rubia  arriaca ipa 33 ,No specified,33 cl,1,https://www.alcampo.es/media/h1d/hec/10358787407902.jpg,Alcampo
0.92,2.78,"cerveza sin gluten estrella damm daura, botella de 33 cl.",No promotion,"cerveza sin gluten estrella damm daura, botella de 33 ",botella,33 cl,1,https://www.alcampo.es/media/h36/h5c/9167116337182.jpg,Alcampo
0.53,1.6,cerveza estilo pilsen rubia cruzcampo lata 33 cl.,No promotion,cerveza estilo pilsen rubia cruzcampo lata 33 ,lata,33 cl,1,https://www.alcampo.es/media/hcd/h70/9546844405790.jpg,Alcampo
0.74,2.24,cerveza cruzcampo gran reserva botella de 33 centilitros (tercio),No promotion,cerveza cruzcampo gran reserva botella de 33 centilitros ,botella,33 c,1,https://www.alcampo.es/media/h41/h31/9546854105118.jpg,Alcampo
1.15,2.3,cerveza alemana de importación franziskaner lata de 50 cl.,No promotion,cerveza alemana de importación franziskaner lata de 50 ,lata,50 cl,1,https://www.alcampo.es/media/hde/h8b/10448412213278.jpg,Alcampo
4.94,1.64,cervezas ambar especial pack 12 uds. x 25 cl.,No promotion,cervezas ambar especial pack 12 ,No specified,25 cl,12,https://www.alcampo.es/media/h61/h8b/9916008202270.jpg,Alcampo
2.88,0.72,cerveza sin alcohol heifer pack de 12 latas de 33 cl.,No promotion,cerveza sin alcohol heifer pack de 12 latas de 33 ,No specified,33 cl,1,https://www.alcampo.es/media/hf4/h1e/8890423377950.jpg,Alcampo
