price,price_liter,title,promotion,brand,container,volumen_unid,quantity_pack,image_url,supermarket
1.07,3.24,san miguel manila cerveza rubia especialmente lupulada botella 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,san miguel manila ,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201802/15/00118602203046____1__40x40.jpg,El Corte Ingles
0.84,2.55,san miguel manila cerveza rubia con lupulos aromáticos lata 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,san miguel manila ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201802/23/00118600301933____1__40x40.jpg,El Corte Ingles
1.65,5.0,mahou barrica original cerveza rubia envejecida en madera de roble botella 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,mahou barrica original ,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201612/15/00118602800775____1__40x40.jpg,El Corte Ingles
2.08,6.3,mahou barrica cerveza rubia edición especial bourbon envejecida en barrica botella 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,mahou barrica ,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118603001860____1__40x40.jpg,El Corte Ingles
0.92,2.79,san miguel 1516 cerveza rubia 100% malta botella 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,san miguel 1516 ,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201607/08/00118602800478____1__325x325.jpg,El Corte Ingles
0.82,2.48,san miguel 1516 cerveza rubia 100% malta lata 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,san miguel 1516 ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201607/08/00118602700074____1__325x325.jpg,El Corte Ingles
3.07,8.3,casimiro mahou jacometrezo cerveza rubia de alta fermentación botella 37 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,casimiro mahou jacometrezo ,botella,37 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118602202824____2__325x325.jpg,El Corte Ingles
3.07,8.3,casimiro mahou amaniel cerveza rubia pilsner botella 37 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,casimiro mahou amaniel ,botella,37 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118602202816____2__325x325.jpg,El Corte Ingles
0.73,2.21,la salve cerveza rubia variedad lager lata 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,la salve ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201804/16/00118602700264____2__325x325.jpg,El Corte Ingles
13.96,1.76,cruzcampo cerveza rubia pilsen pack 24 latas 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo ,lata,33 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118600301404____5__325x325.jpg,El Corte Ingles
6.72,1.7,cruzcampo cerveza rubia pilsen pack 12 latas 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo ,lata,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202005/06/00118600300307____6__325x325.jpg,El Corte Ingles
8.72,1.45,cruzcampo cerveza rubia tipo pilsen pack 24 botellas 25 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo ,botella,25 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118602200232____5__40x40.jpg,El Corte Ingles
2.7,1.8,cruzcampo cerveza rubia pilsen pack 6 botellas 25 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo ,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118602200349____12__40x40.jpg,El Corte Ingles
1.4,1.4,cruzcampo cerveza rubia tipo pilsner botella 1 l ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo ,botella,1 l,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118602202352____4__40x40.jpg,El Corte Ingles
0.56,1.7,cruzcampo cerveza rubia nacional lata 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118600300232____14__40x40.jpg,El Corte Ingles
3.75,2.5,cruzcampo cerveza rubia especial pack 6 botellas 25 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo ,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201910/04/00118602202709____8__40x40.jpg,El Corte Ingles
0.83,1.66,cruzcampo cerveza rubia nacional lata 50 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo ,lata,50 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118600301057____12__40x40.jpg,El Corte Ingles
6.0,24.0,cruzcampo cerveza rubia especial pack 12 botellas 25 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo ,botella,25 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201904/15/00118602203236____3__40x40.jpg,El Corte Ingles
0.6,1.82,cruzcampo cerveza rubia especial lata 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/22/00118600301586____4__40x40.jpg,El Corte Ingles
1.25,1.67,cruzcampo cerveza rubia nacional botella 75 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo ,botella,75 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118602202402____4__40x40.jpg,El Corte Ingles
10.97,2.77,cruzcampo cerveza rubia especial navidad pack 12 botellas 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo ,botella,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201901/10/00118602201594____7__325x325.jpg,El Corte Ingles
2.81,2.75,cruzcampo cerveza rubia especial pack 6 botellas 20 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo ,botella,20 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202003/27/00118602203426____1__325x325.jpg,El Corte Ingles
5.33,1.42,amstel cerveza rubia premium 100% malta pack 12 latas 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,amstel ,lata,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118600301073____8__325x325.jpg,El Corte Ingles
0.36,1.09,amstel cerveza rubia nacional clásica lata 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,amstel ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201910/04/00118600301354____2__325x325.jpg,El Corte Ingles
13.61,1.51,amstel cerveza rubia 100% malta pack 24 latas 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,amstel ,lata,33 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118600301487____7__325x325.jpg,El Corte Ingles
4.98,1.66,amstel cerveza rubia nacional pack 12 botellas 25 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,amstel ,botella,25 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118602200844____8__325x325.jpg,El Corte Ingles
2.42,1.42,amstel cerveza rubia nacional pack 6 botellas 25 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,amstel ,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118602200299____4__325x325.jpg,El Corte Ingles
0.56,1.49,amstel cerveza rubia nacional lata 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,amstel ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118600301065____8__40x40.jpg,El Corte Ingles
1.31,1.31,amstel pilsener cerveza rubia nacional botella 1 l ,25% Bonificación por compras superiores a 10 € para tu próxima compra,amstel pilsener ,botella,1 l,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118602201727____2__40x40.jpg,El Corte Ingles
0.8,1.6,amstel cerveza rubia 100% malta lata 50 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,amstel ,lata,50 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118600301313____4__40x40.jpg,El Corte Ingles
0.62,1.88,amstel extra cerveza rubia lager lata 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,amstel extra ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201910/04/00118600301263____2__40x40.jpg,El Corte Ingles
1.11,3.36,cruzcampo gran reserva 1904 premium quality cerveza rubia 100% malta botella 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo gran reserva 1904 premium quality ,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201910/04/00118602800429____3__40x40.jpg,El Corte Ingles
0.85,2.58,cruzcampo gran reserva 1904 premium quality cerveza rubia 100% malta lata 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruzcampo gran reserva 1904 premium quality ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201910/04/00118600301321____3__40x40.jpg,El Corte Ingles
0.79,0.67,el aguila cerveza rubia sin filtrar lata 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,el aguila ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201905/17/00118600302154____1__40x40.jpg,El Corte Ingles
0.45,1.36,cruz del sur cerveza rubia 100% andaluza lata 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruz del sur ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201910/04/00118600301388____2__40x40.jpg,El Corte Ingles
1.2,1.2,cruz del sur cerveza rubia tipo lager botella 1 l ,25% Bonificación por compras superiores a 10 € para tu próxima compra,cruz del sur ,botella,1 l,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201511/23/00118602202568____1__40x40.jpg,El Corte Ingles
6.74,2.25,estrella galicia cerveza rubia especial pack 12 botellas 25 cl ,Gastos de envío gratis por compra superior a 18€ en selección Estrella Galicia...SECOND OFFERT: 25% Bonificación por compras superiores a 10 € para tu próxima compra,estrella galicia ,botella,25 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202002/24/00118602201552____2__325x325.jpg,El Corte Ingles
6.75,2.05,estrella galicia cerveza rubia especial pack 10 latas 33 cl ,Gastos de envío gratis por compra superior a 18€ en selección Estrella Galicia...SECOND OFFERT: 25% Bonificación por compras superiores a 10 € para tu próxima compra,estrella galicia ,lata,33 cl,10,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201803/23/00118600300513____2__325x325.jpg,El Corte Ingles
16.56,2.09,estrella galicia cerveza rubia especial pack 24 latas 33 cl ,Gastos de envío gratis por compra superior a 18€ en selección Estrella Galicia...SECOND OFFERT: 25% Bonificación por compras superiores a 10 € para tu próxima compra,estrella galicia ,lata,33 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201809/11/00118600301701____6__325x325.jpg,El Corte Ingles
3.54,2.36,estrella galicia cerveza rubia especial pack 6 botellas 25 cl ,Gastos de envío gratis por compra superior a 18€ en selección Estrella Galicia...SECOND OFFERT: 25% Bonificación por compras superiores a 10 € para tu próxima compra,estrella galicia ,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/08/00118602200042____4__325x325.jpg,El Corte Ingles
6.49,2.7,estrella galicia mini cerveza rubia especial pack 12 botellas 20 cl ,Gastos de envío gratis por compra superior a 18€ en selección Estrella Galicia...SECOND OFFERT: 25% Bonificación por compras superiores a 10 € para tu próxima compra,estrella galicia mini ,botella,20 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201709/29/00118602202865____1__325x325.jpg,El Corte Ingles
0.71,2.15,estrella galicia cerveza rubia especial lata 33 cl ,Gastos de envío gratis por compra superior a 18€ en selección Estrella Galicia...SECOND OFFERT: 25% Bonificación por compras superiores a 10 € para tu próxima compra,estrella galicia ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201902/12/00118600300034____2__325x325.jpg,El Corte Ingles
6.04,3.05,estrella galicia receta original cerveza rubia pack 6 botella 33 cl edición especial 110 aniversario,Gastos de envío gratis por compra superior a 18€ en selección Estrella Galicia...SECOND OFFERT: 25% Bonificación por compras superiores a 10 € para tu próxima compra,estrella galicia receta original ,botella,33 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/06/00118602202618____1__40x40.jpg,El Corte Ingles
1.04,2.08,estrella galicia cerveza rubia especial lata 50 cl ,Gastos de envío gratis por compra superior a 18€ en selección Estrella Galicia...SECOND OFFERT: 25% Bonificación por compras superiores a 10 € para tu próxima compra,estrella galicia ,lata,50 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201809/11/00118600301206____2__40x40.jpg,El Corte Ingles
3.28,2.19,estrella galicia cerveza rubia especial mini pack 6 lata 25 cl ,Gastos de envío gratis por compra superior a 18€ en selección Estrella Galicia...SECOND OFFERT: 25% Bonificación por compras superiores a 10 € para tu próxima compra,estrella galicia ,lata,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201407/21/00118600301230____1__40x40.jpg,El Corte Ingles
3.29,2.74,estrella galicia mini cerveza rubia especial pack 6 botellas 20 cl ,Gastos de envío gratis por compra superior a 18€ en selección Estrella Galicia...SECOND OFFERT: 25% Bonificación por compras superiores a 10 € para tu próxima compra,estrella galicia mini ,botella,20 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201809/11/00118602201909____2__40x40.jpg,El Corte Ingles
12.83,2.14,estrella galicia cerveza rubia especial pack 24 botellas 25 cl ,Gastos de envío gratis por compra superior a 18€ en selección Estrella Galicia...SECOND OFFERT: 25% Bonificación por compras superiores a 10 € para tu próxima compra,estrella galicia ,botella,25 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202002/24/00118602202956____3__40x40.jpg,El Corte Ingles
11.89,3.0,1906 cerveza rubia reserva especial pack 12 botellas 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,1906 ,botella,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202004/01/00118602700272____5__40x40.jpg,El Corte Ingles
0.85,2.58,1906 cerveza rubia reserva especial lata 33 cl ,2ª-50%2ª unidad al 50% de descuentoPuedes combinar productos ¡pulsa aquí!..SECOND OFFERT: 25% Bonificación por compras superiores a 10 € para tu próxima compra,1906 ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202005/28/00118602700090____4__40x40.jpg,El Corte Ingles
6.0,3.03,1906 cerveza rubia reserva especial pack 6 botellas 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,1906 ,botella,33 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202004/01/00118602800254____4__40x40.jpg,El Corte Ingles
