price,price_liter,title,promotion,brand,container,volumen_unid,quantity_pack,image_url,supermarket,id
1.37,1.37,mahou clasica cerveza rubia original botella 1 l ,No promotion,mahou clasica,botella,1 l ,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118602200562____3__325x325.jpg,El Corte Ingles,772
2.68,1.79,mahou clasica cerveza rubia original pack 6 botellas 25 cl ,No promotion,mahou clasica,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118602200588____5__325x325.jpg,El Corte Ingles,773
0.58,1.76,mahou clasica cerveza rubia original lata 33 cl ,No promotion,mahou clasica,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118600300356____2__325x325.jpg,El Corte Ingles,774
0.79,1.58,mahou clasica cerveza rubia original lata 50 cl ,No promotion,mahou clasica,lata,50 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118600301214____1__325x325.jpg,El Corte Ingles,775
9.86,1.64,mahou clasica cerveza rubia original pack 24 botellas 25 cl ,No promotion,mahou clasica,botella,25 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00200502200645____5__325x325.jpg,El Corte Ingles,776
7.92,2.0,mahou 5 estrellas cerveza rubia especial pack 12 latas 33 cl ,No promotion,mahou 5 estrellas,lata,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118600300372____7__325x325.jpg,El Corte Ingles,777
15.99,1.73,mahou 5 estrellas cerveza rubia especial pack 28 latas 33 cl ,No promotion,mahou 5 estrellas,lata,33 cl,28,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118600301347____2__325x325.jpg,El Corte Ingles,778
6.61,2.2,mahou 5 estrellas cerveza rubia especial pack 12 botellas 25 cl ,No promotion,mahou 5 estrellas,botella,25 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118602200992____8__40x40.jpg,El Corte Ingles,779
12.35,2.06,mahou 5 estrellas cerveza rubia especial pack 24 botellas 25 cl ,No promotion,mahou 5 estrellas,botella,25 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118602202766____12__40x40.jpg,El Corte Ingles,780
3.37,2.25,mahou 5 estrellas cerveza rubia especial pack 6 botellas 25 cl ,No promotion,mahou 5 estrellas,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118602200596____8__40x40.jpg,El Corte Ingles,781
0.66,2.0,mahou 5 estrellas cerveza rubia especial lata 33 cl ,No promotion,mahou 5 estrellas,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118600300380____1__40x40.jpg,El Corte Ingles,782
0.69,2.09,mahou 5 estrellas cerveza rubia especial sin gluten lata 33 cl ,No promotion,mahou sin gluten,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118651000012____2__40x40.jpg,El Corte Ingles,783
0.91,1.82,mahou 5 estrellas cerveza rubia especial lata 50 cl ,No promotion,mahou 5 estrellas,lata,50 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118600300463____3__40x40.jpg,El Corte Ingles,784
0.96,2.91,mahou 5 estrellas cerveza rubia especial sin gluten botella 33 cl ,No promotion,mahou sin gluten,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201805/18/00118651000020____3__40x40.jpg,El Corte Ingles,785
6.48,1.64,san miguel cerveza rubia premium especial pack 12 latas 33 cl ,2ª-50%2ª unidad al 50% de descuentoPuedes combinar productos ¡pulsa aquí!,san miguel,lata,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201907/31/00118600300109____2__40x40.jpg,El Corte Ingles,786
5.31,1.77,san miguel cerveza rubia premium especial pack 12 botellas 25 cl ,No promotion,san miguel,botella,25 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201508/18/00200502200116____1__40x40.jpg,El Corte Ingles,787
14.1,1.78,san miguel cerveza rubia premium especial pack 24 latas 33 cl ,No promotion,san miguel,lata,33 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201907/31/00118600301610____1__40x40.jpg,El Corte Ingles,788
2.79,1.86,san miguel cerveza rubia premium especial pack 6 botellas 25 cl ,No promotion,san miguel,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201508/18/00200502200066____1__40x40.jpg,El Corte Ingles,789
0.56,1.7,san miguel cerveza rubia premium especial lata 33 cl ,No promotion,san miguel,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201907/31/00118600300083____3__40x40.jpg,El Corte Ingles,790
0.84,2.55,san miguel cerveza rubia especial sin gluten botella 33 cl ,No promotion,san miguel sin gluten,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201607/08/00118651000038____2__40x40.jpg,El Corte Ingles,791
1.3,1.3,san miguel cerveza rubia tradicional botella 1 l ,"Lleva 2 unidades por 2,10 €Puedes combinar productos ¡pulsa aquí!",san miguel,botella,1 l ,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118602200166____2__325x325.jpg,El Corte Ingles,792
0.84,1.68,san miguel cerveza rubia premium especial lata 50 cl ,No promotion,san miguel,lata,50 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201907/31/00118600300075____2__325x325.jpg,El Corte Ingles,793
1.11,3.36,san miguel fresca cerveza rubia nacional botella 33 cl ,No promotion,san miguel fresca,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201909/24/00118602202345____1__325x325.jpg,El Corte Ingles,794
10.69,1.78,san miguel cerveza rubia nacional pack 24 botellas 25 cl ,No promotion,san miguel,botella,25 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201508/18/00200502200090____1__325x325.jpg,El Corte Ingles,795
4.14,2.76,san miguel cerveza rubia nacional ecológica pack 6 botellas 25 cl ,No promotion,san miguel ecologica,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201607/08/00118602400030____2__325x325.jpg,El Corte Ingles,796
6.6,1.67,alhambra cerveza rubia tradicional pack 12 latas 33 cl ,2ª-50%2ª unidad al 50% de descuento,alhambra,lata,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201807/18/00118600302030____1__325x325.jpg,El Corte Ingles,797
5.09,1.7,alhambra cerveza rubia tradicional pack 12 botellas 25 cl ,No promotion,alhambra,botella,25 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201805/18/00118602200679____5__325x325.jpg,El Corte Ingles,798
0.6,1.82,alhambra cerveza rubia tradicional lata 33 cl ,No promotion,alhambra,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201805/18/00118600300349____5__325x325.jpg,El Corte Ingles,799
2.96,1.97,alhambra cerveza rubia tradicional pack 6 botellas 25 cl ,No promotion,alhambra,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201802/19/00118602200521____2__325x325.jpg,El Corte Ingles,800
0.76,1.52,alhambra cerveza rubia tradicional lata 50 cl ,No promotion,alhambra,lata,50 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201805/18/00118600300398____4__325x325.jpg,El Corte Ingles,801
1.4,1.4,alhambra cerveza rubia tradicional botella 1 l ,"Lleva 2 unidades por 2,10 €Puedes combinar productos ¡pulsa aquí!",alhambra,botella,1 l ,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201805/18/00118602200539____3__40x40.jpg,El Corte Ingles,802
9.65,1.61,alhambra cerveza rubia tradicional pack 24 botellas 25 cl ,No promotion,alhambra,botella,25 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201805/18/00118602201875____5__40x40.jpg,El Corte Ingles,803
7.92,2.0,alhambra especial cerveza rubia pack 12 latas 33 cl ,No promotion,alhambra especial,lata,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201907/31/00118600301107____3__40x40.jpg,El Corte Ingles,804
3.09,2.06,alhambra especial cerveza rubia pack 6 botellas 25 cl ,No promotion,alhambra especial,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201802/19/00118602202584____11__40x40.jpg,El Corte Ingles,805
0.67,2.03,alhambra especial cerveza rubia lata 33 cl ,No promotion,alhambra especial,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201805/18/00118600300604____4__40x40.jpg,El Corte Ingles,806
3.69,2.8,alhambra especial cerveza rubia pack 4 botellas 33 cl ,No promotion,alhambra especial,botella,33 cl,4,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201802/19/00118602200711____3__40x40.jpg,El Corte Ingles,807
6.6,3.33,alhambra reserva 1925 cerveza rubia extra pack 6 botellas 33 cl ,No promotion,alhambra 1925,botella,33 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201802/19/00118602800650____2__40x40.jpg,El Corte Ingles,808
1.1,3.33,san miguel manila cerveza rubia especialmente lupulada botella 33 cl ,No promotion,san miguel manila,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201802/15/00118602203046____1__40x40.jpg,El Corte Ingles,809
0.84,2.55,san miguel manila cerveza rubia con lupulos aromáticos lata 33 cl ,No promotion,san miguel manila,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201802/23/00118600301933____1__40x40.jpg,El Corte Ingles,810
1.65,5.0,mahou barrica original cerveza rubia envejecida en madera de roble botella 33 cl ,No promotion,mahou barrica,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201612/15/00118602800775____1__40x40.jpg,El Corte Ingles,811
2.19,6.64,mahou barrica cerveza rubia edición especial bourbon envejecida en barrica botella 33 cl ,No promotion,mahou barrica,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118603001860____1__40x40.jpg,El Corte Ingles,812
0.97,2.94,san miguel 1516 cerveza rubia 100% malta botella 33 cl ,No promotion,san miguel 1516,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201607/08/00118602800478____1__325x325.jpg,El Corte Ingles,813
0.82,2.48,san miguel 1516 cerveza rubia 100% malta lata 33 cl ,No promotion,san miguel 1516,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201607/08/00118602700074____1__325x325.jpg,El Corte Ingles,814
3.07,8.3,casimiro mahou jacometrezo cerveza rubia de alta fermentación botella 37 cl ,No promotion,mahou casimiro,botella,37 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118602202824____2__325x325.jpg,El Corte Ingles,815
3.07,8.3,casimiro mahou amaniel cerveza rubia pilsner botella 37 cl ,No promotion,mahou casimiro,botella,37 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201706/22/00118602202816____2__325x325.jpg,El Corte Ingles,816
0.73,2.21,la salve cerveza rubia variedad lager lata 33 cl ,No promotion,la salve,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201804/16/00118602700264____2__325x325.jpg,El Corte Ingles,817
13.96,1.76,cruzcampo cerveza rubia pilsen pack 24 latas 33 cl ,No promotion,cruzcampo,lata,33 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118600301404____5__325x325.jpg,El Corte Ingles,818
6.72,1.7,cruzcampo cerveza rubia pilsen pack 12 latas 33 cl ,No promotion,cruzcampo,lata,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202005/06/00118600300307____6__325x325.jpg,El Corte Ingles,819
9.69,1.62,cruzcampo cerveza rubia tipo pilsen pack 24 botellas 25 cl ,No promotion,cruzcampo,botella,25 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118602200232____5__40x40.jpg,El Corte Ingles,820
2.7,1.8,cruzcampo cerveza rubia pilsen pack 6 botellas 25 cl ,No promotion,cruzcampo,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118602200349____12__40x40.jpg,El Corte Ingles,821
1.4,1.4,cruzcampo cerveza rubia tipo pilsner botella 1 l ,No promotion,cruzcampo,botella,1 l ,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118602202352____4__40x40.jpg,El Corte Ingles,822
0.58,1.76,cruzcampo cerveza rubia nacional lata 33 cl ,No promotion,cruzcampo,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118600300232____14__40x40.jpg,El Corte Ingles,823
3.75,2.5,cruzcampo cerveza rubia especial pack 6 botellas 25 cl ,No promotion,cruzcampo especial,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201910/04/00118602202709____8__40x40.jpg,El Corte Ingles,824
0.83,1.66,cruzcampo cerveza rubia nacional lata 50 cl ,No promotion,cruzcampo,lata,50 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118600301057____12__40x40.jpg,El Corte Ingles,825
6.0,24.0,cruzcampo cerveza rubia especial pack 12 botellas 25 cl ,No promotion,cruzcampo especial,botella,25 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201904/15/00118602203236____3__40x40.jpg,El Corte Ingles,826
0.63,1.91,cruzcampo cerveza rubia especial lata 33 cl ,No promotion,cruzcampo especial,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/22/00118600301586____4__40x40.jpg,El Corte Ingles,827
1.25,1.67,cruzcampo cerveza rubia nacional botella 75 cl ,No promotion,cruzcampo,botella,75 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201903/06/00118602202402____4__40x40.jpg,El Corte Ingles,828
6.48,1.73,amstel cerveza rubia premium 100% malta pack 12 latas 33 cl ,No promotion,amstel original,lata,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118600301073____8__325x325.jpg,El Corte Ingles,829
0.39,1.18,amstel cerveza rubia nacional clásica lata 33 cl ,No promotion,amstel clasica,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201910/04/00118600301354____2__325x325.jpg,El Corte Ingles,830
13.61,1.51,amstel cerveza rubia 100% malta pack 24 latas 33 cl ,No promotion,amstel original,lata,33 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118600301487____7__325x325.jpg,El Corte Ingles,831
4.49,1.5,amstel cerveza rubia nacional pack 12 botellas 25 cl ,No promotion,amstel original,botella,25 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118602200844____8__325x325.jpg,El Corte Ingles,832
2.47,1.44,amstel cerveza rubia nacional pack 6 botellas 25 cl ,2ª-50%2ª unidad al 50% de descuentoPuedes combinar productos ¡pulsa aquí!,amstel original,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118602200299____4__325x325.jpg,El Corte Ingles,833
0.59,1.57,amstel cerveza rubia nacional lata 33 cl ,No promotion,amstel original,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118600301065____8__325x325.jpg,El Corte Ingles,834
1.31,1.31,amstel pilsener cerveza rubia nacional botella 1 l ,No promotion,amstel original,botella,1 l ,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118602201727____2__40x40.jpg,El Corte Ingles,835
0.83,1.66,amstel cerveza rubia 100% malta lata 50 cl ,No promotion,amstel original,lata,50 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/30/00118600301313____4__40x40.jpg,El Corte Ingles,836
0.68,2.06,amstel extra cerveza rubia lager lata 33 cl ,No promotion,amstel extra,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201910/04/00118600301263____2__40x40.jpg,El Corte Ingles,837
1.11,3.36,cruzcampo gran reserva 1904 premium quality cerveza rubia 100% malta botella 33 cl ,No promotion,cruzcampo reserva,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201910/04/00118602800429____3__40x40.jpg,El Corte Ingles,838
0.85,2.58,cruzcampo gran reserva 1904 premium quality cerveza rubia 100% malta lata 33 cl ,No promotion,cruzcampo reserva,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201910/04/00118600301321____3__40x40.jpg,El Corte Ingles,839
0.45,1.36,cruz del sur cerveza rubia 100% andaluza lata 33 cl ,No promotion,cruz del sur,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201910/04/00118600301388____2__40x40.jpg,El Corte Ingles,840
1.2,1.2,cruz del sur cerveza rubia tipo lager botella 1 l ,No promotion,cruz del sur,botella,1 l ,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201511/23/00118602202568____1__40x40.jpg,El Corte Ingles,841
6.74,2.25,estrella galicia cerveza rubia especial pack 12 botellas 25 cl ,No promotion,estrella galicia,botella,25 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202002/24/00118602201552____2__325x325.jpg,El Corte Ingles,842
6.75,2.05,estrella galicia cerveza rubia especial pack 10 latas 33 cl ,No promotion,estrella galicia,lata,33 cl,10,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201803/23/00118600300513____2__325x325.jpg,El Corte Ingles,843
16.56,2.09,estrella galicia cerveza rubia especial pack 24 latas 33 cl ,No promotion,estrella galicia,lata,33 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201809/11/00118600301701____6__325x325.jpg,El Corte Ingles,844
3.54,2.36,estrella galicia cerveza rubia especial pack 6 botellas 25 cl ,No promotion,estrella galicia,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202009/08/00118602200042____4__325x325.jpg,El Corte Ingles,845
6.49,2.7,estrella galicia mini cerveza rubia especial pack 12 botellas 20 cl ,No promotion,estrella galicia,botella,20 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201709/29/00118602202865____1__325x325.jpg,El Corte Ingles,846
0.71,2.15,estrella galicia cerveza rubia especial lata 33 cl ,No promotion,estrella galicia,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201902/12/00118600300034____2__325x325.jpg,El Corte Ingles,847
6.04,3.05,estrella galicia receta original cerveza rubia pack 6 botella 33 cl edición especial 110 aniversario,No promotion,estrella galicia,botella,33 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/06/00118602202618____1__325x325.jpg,El Corte Ingles,848
1.04,2.08,estrella galicia cerveza rubia especial lata 50 cl ,No promotion,estrella galicia,lata,50 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201809/11/00118600301206____2__40x40.jpg,El Corte Ingles,849
3.28,2.19,estrella galicia cerveza rubia especial mini pack 6 lata 25 cl ,No promotion,estrella galicia,lata,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201407/21/00118600301230____1__40x40.jpg,El Corte Ingles,850
3.29,2.74,estrella galicia mini cerveza rubia especial pack 6 botellas 20 cl ,No promotion,estrella galicia,botella,20 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201809/11/00118602201909____2__40x40.jpg,El Corte Ingles,851
12.83,2.14,estrella galicia cerveza rubia especial pack 24 botellas 25 cl ,No promotion,estrella galicia,botella,25 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202002/24/00118602202956____3__40x40.jpg,El Corte Ingles,852
3.49,4.65,estrella galicia estrella de navidad cerveza rubia nacional botella 75 cl ,No promotion,estrella galicia,botella,75 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201811/27/00118602202543____8__40x40.jpg,El Corte Ingles,853
11.89,3.0,1906 cerveza rubia reserva especial pack 12 botellas 33 cl ,No promotion,estrella galicia 1906,botella,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202004/01/00118602700272____5__40x40.jpg,El Corte Ingles,854
6.0,3.03,1906 cerveza rubia reserva especial pack 6 botellas 33 cl ,No promotion,estrella galicia 1906,botella,33 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202004/01/00118602800254____4__40x40.jpg,El Corte Ingles,855
0.89,2.7,1906 cerveza rubia reserva especial lata 33 cl ,No promotion,estrella galicia 1906,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202005/28/00118602700090____4__40x40.jpg,El Corte Ingles,856
6.13,3.1,1906 red vintage la colorada cerveza rubia reserva especial pack 6 botellas 33 cl ,No promotion,estrella galicia 1906 red,botella,33 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202005/28/00118602202238____2__40x40.jpg,El Corte Ingles,857
8.15,2.06,voll damm cerveza rubia nacional doble malta pack 12 latas 33 cl ,No promotion,voll-damm,lata,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201902/12/00118602700108____2__40x40.jpg,El Corte Ingles,858
3.6,2.4,voll damm extra doble malta cerveza rubia con lúpulo aromático pack 6 botellas 25 cl ,No promotion,voll-damm,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201902/12/00118602800304____2__40x40.jpg,El Corte Ingles,859
8.5,2.83,voll damm extra doble malta cerveza rubia con lúpulo aromático pack 12 botellas 25 cl ,No promotion,voll-damm,botella,25 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201906/11/00118602800809____1__325x325.jpg,El Corte Ingles,860
0.81,2.45,voll damm cerveza rubia doble malta lata 33 cl ,No promotion,voll-damm,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201906/11/00118602700082____1__325x325.jpg,El Corte Ingles,861
1.67,2.53,voll damm extra doble malta cerveza rubia con lúpulo aromático botella 66 cl ,No promotion,voll-damm,botella,66 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201906/11/00118602800718____3__325x325.jpg,El Corte Ingles,862
1.05,3.18,voll damm extra doble malta cerveza rubia con lúpulo aromático botella 33 cl ,No promotion,voll-damm,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201906/11/00118602800676____3__325x325.jpg,El Corte Ingles,863
8.49,2.14,"estrella damm cerveza rubia mediterránea de malta, arroz y lúpulo pack 12 latas 33 cl ",No promotion,estrella damm,lata,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201902/12/00118600300281____2__325x325.jpg,El Corte Ingles,864
6.72,2.24,"estrella damm cerveza rubia mediterránea de malta, arroz y lúpulo pack 12 botellas 25 cl ",No promotion,estrella damm,botella,25 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201906/11/00118602200380____6__325x325.jpg,El Corte Ingles,865
3.49,2.33,"estrella damm cerveza rubia mediterránea de malta, arroz y lúpulo pack 6 botellas 25 cl ",No promotion,estrella damm,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201910/04/00118602200356____4__325x325.jpg,El Corte Ingles,866
0.69,2.09,"estrella damm cerveza rubia mediterránea de malta, arroz y lúpulo lata 33 cl ",No promotion,estrella damm,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201906/11/00118600300224____6__325x325.jpg,El Corte Ingles,867
1.05,2.1,"estrella damm cerveza rubia mediterránea de malta, arroz y lúpulo lata 50 cl ",No promotion,estrella damm,lata,50 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201906/11/00118600300273____1__325x325.jpg,El Corte Ingles,868
1.13,3.42,"estrella damm cerveza rubia mediterránea de malta, arroz y lúpulo botella 33 cl ",No promotion,estrella damm,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201906/11/00118602202683____6__325x325.jpg,El Corte Ingles,869
1.35,2.05,"estrella damm cerveza rubia mediterránea de malta, arroz y lúpulo botella 66 cl ",No promotion,estrella damm,botella,66 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201906/11/00118602202592____2__40x40.jpg,El Corte Ingles,870
16.9,2.13,"estrella damm cerveza rubia mediterránea de malta, arroz y lúpulo pack 24 lata 33 cl ",No promotion,estrella damm,lata,33 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201909/24/00118600301917____1__40x40.jpg,El Corte Ingles,871
1.11,3.36,a.k. damm cerveza rubia nacional lager botella 33 cl ,No promotion,damm,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201909/24/00118602200257____1__40x40.jpg,El Corte Ingles,872
3.2,2.13,estrella levante cerveza rubia nacional especial pack 6 botellas 25 cl ,No promotion,estrella levante,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/202001/16/00118602200018____4__40x40.jpg,El Corte Ingles,873
6.49,1.64,estrella levante cerveza rubia nacional clásica pack 12 latas 33 cl ,No promotion,estrella levante,lata,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201410/02/00118600301040____1__40x40.jpg,El Corte Ingles,874
1.38,1.38,estrella levante cerveza rubia nacional pilsen botella 1 l ,No promotion,estrella levante,botella,1 l ,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201906/11/00118602200059____1__40x40.jpg,El Corte Ingles,875
0.55,1.67,estrella levante cerveza rubia nacional clásica lata 33 cl ,No promotion,estrella levante,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201411/28/00200500301312____1__40x40.jpg,El Corte Ingles,876
0.99,3.0,estrella levante cerveza rubia nacional especial 50 aniversario botella 33 cl ,No promotion,estrella levante,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201909/24/00118602202337____1__40x40.jpg,El Corte Ingles,877
1.49,4.52,inedit damm cerveza rubia extra botella 33 cl ,No promotion,inedit,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201607/26/00118602800627____1__40x40.jpg,El Corte Ingles,878
0.72,2.18,daura damm cerveza rubia sin gluten lata lata 33 cl ,No promotion,daura,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201705/23/00118651000095____1__40x40.jpg,El Corte Ingles,879
0.99,3.0,daura damm cerveza rubia sin gluten botella 33 cl ,No promotion,daura,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201705/23/00118651000087____1__40x40.jpg,El Corte Ingles,880
1.05,3.18,daura damm märzen cerveza rubia sin gluten botella 33 cl ,No promotion,daura,botella,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201906/11/00118651000103____11__40x40.jpg,El Corte Ingles,881
